,Unnamed: 0,Name,Age,Overall,Potential,Club,Value,Wage,Acceleration,Aggression,Ball control,Dribbling,Finishing,Shot power,Strength,Sprint speed,Stamina,Preferred Positions,Thou/Mill,Value Int,Wage Int,Preferred Position,age group,class group
3212,3212,Tomás Pina,29,73,73,Deportivo Alavés,€3.8M,€23K,62.0,73.0,76.0,71.0,52.0,73.0,73.0,60.0,65.0,CDM CM ,Mill,3000000.0,23000.0,CD,24-30,Pro
3213,3213,Fran Mérida,27,73,74,CA Osasuna,€3.8M,€10K,66.0,84.0,73.0,72.0,66.0,81.0,72.0,63.0,72.0,CAM CM CDM ,Mill,3000000.0,10000.0,CA,24-30,Pro
3214,3214,S. Caulker,25,73,77,Queens Park Rangers,€4.3M,€25K,67.0,66.0,66.0,56.0,32.0,42.0,81.0,75.0,77.0,CB ,Mill,4000000.0,25000.0,CB,24-30,Pro
3215,3215,L. Blanchard,29,73,73,Carpi,€3.1M,€5K,54.0,73.0,55.0,48.0,21.0,13.0,85.0,67.0,72.0,CB ,Mill,3000000.0,5000.0,CB,24-30,Pro
3243,3243,H. Medunjanin,32,73,73,Philadelphia Union,€2.3M,€8K,68.0,66.0,75.0,82.0,69.0,83.0,74.0,61.0,73.0,CM CDM ,Mill,2000000.0,8000.0,CM,30-36,Pro
3246,3246,L. Hinterseer,26,73,76,VfL Bochum,€5M,€21K,65.0,57.0,71.0,68.0,74.0,74.0,80.0,67.0,71.0,RW ST ,Mill,5000000.0,21000.0,RW,24-30,Pro
3095,3095,J. Alonso,24,73,79,LOSC Lille,€4.7M,€30K,58.0,76.0,62.0,56.0,38.0,58.0,82.0,64.0,68.0,CB ,Mill,4000000.0,30000.0,CB,18-24,Pro
3273,3273,A. Esiti,23,73,78,KAA Gent,€4.5M,€17K,46.0,88.0,66.0,64.0,33.0,71.0,94.0,48.0,86.0,CM CDM ,Mill,4000000.0,17000.0,CM,18-24,Pro
3275,3275,Paolito Serra,25,73,73,Fluminense Football Club,€3.5M,€30K,33.0,67.0,72.0,37.0,36.0,77.0,87.0,42.0,46.0,CB ,Mill,3000000.0,30000.0,CB,24-30,Pro
3277,3277,A. Kačaniklić,25,73,74,FC Nantes,€4.8M,€22K,77.0,43.0,76.0,76.0,65.0,66.0,61.0,72.0,62.0,CAM RM LM ,Mill,4000000.0,22000.0,CA,24-30,Pro
3278,3278,W. Ángel,24,73,79,Terek Grozny,€4.7M,€25K,53.0,77.0,59.0,38.0,21.0,42.0,89.0,61.0,62.0,CB ,Mill,4000000.0,25000.0,CB,18-24,Pro
3279,3279,B. Leitoñez,25,73,73,Colo-Colo,€3.5M,€7K,58.0,74.0,71.0,62.0,53.0,81.0,78.0,61.0,86.0,CM CDM ,Mill,3000000.0,7000.0,CM,24-30,Pro
3281,3281,T. Carroll,25,73,78,Swansea City,€5M,€55K,67.0,47.0,75.0,65.0,57.0,59.0,42.0,65.0,72.0,CDM CM ,Mill,5000000.0,55000.0,CD,24-30,Pro
3282,3282,S. Byram,23,73,78,West Ham United,€4.5M,€60K,75.0,68.0,72.0,72.0,59.0,66.0,71.0,75.0,78.0,RM RB ,Mill,4000000.0,60000.0,RM,18-24,Pro
3283,3283,M. Cauteruccio,30,73,73,Cruz Azul,€3.9M,€32K,70.0,61.0,72.0,71.0,73.0,74.0,73.0,70.0,69.0,RM ST ,Mill,3000000.0,32000.0,RM,24-30,Pro
3284,3284,K. Vacek,30,73,73,Śląsk Wrocław,€3.7M,€9K,73.0,71.0,75.0,73.0,56.0,69.0,65.0,68.0,78.0,CDM CM ,Mill,3000000.0,9000.0,CD,24-30,Pro
3285,3285,Nuno André Coelho,31,73,73,Grupo Desportivo de Chaves,€2.7M,€9K,33.0,81.0,66.0,50.0,34.0,77.0,80.0,32.0,68.0,CDM CB ,Mill,2000000.0,9000.0,CD,30-36,Pro
3286,3286,C. Maidana,30,73,73,Águilas Doradas,€3.8M,€3K,67.0,72.0,74.0,73.0,60.0,70.0,70.0,68.0,69.0,LM CAM ,Mill,3000000.0,3000.0,LM,24-30,Pro
3287,3287,S. Romero,28,73,73,Club América,€4.1M,€55K,77.0,40.0,72.0,70.0,73.0,76.0,79.0,75.0,70.0,ST ,Mill,4000000.0,55000.0,ST,24-30,Pro
3288,3288,J. Benítez,24,73,77,Monterrey,€5.5M,€46K,79.0,49.0,74.0,74.0,70.0,73.0,76.0,79.0,66.0,ST ,Mill,5000000.0,46000.0,ST,18-24,Pro
3289,3289,S. Downing,32,73,73,Middlesbrough,€3.1M,€19K,69.0,36.0,75.0,74.0,66.0,73.0,62.0,69.0,73.0,RM CAM LM ,Mill,3000000.0,19000.0,RM,30-36,Pro
3290,3290,L. Immers,31,73,73,ADO Den Haag,€3.4M,€13K,43.0,83.0,72.0,65.0,68.0,80.0,83.0,40.0,86.0,CAM CM ,Mill,3000000.0,13000.0,CA,30-36,Pro
3291,3291,C. Carmona,30,73,73,Atlanta United FC,€3M,€8K,66.0,82.0,74.0,67.0,46.0,76.0,68.0,66.0,86.0,CM CDM ,Mill,3000000.0,8000.0,CM,24-30,Pro
3292,3292,B. Sigurðarson,25,73,76,Molde FK,€5M,€9K,78.0,73.0,72.0,73.0,70.0,68.0,85.0,79.0,90.0,RM ST ,Mill,5000000.0,9000.0,RM,24-30,Pro
3293,3293,Cafú,24,73,78,FC Metz,€4.5M,€12K,68.0,85.0,71.0,69.0,62.0,84.0,85.0,64.0,90.0,CM CDM ,Mill,4000000.0,12000.0,CM,18-24,Pro
3294,3294,F. Melchiorri,30,73,73,Cagliari,€3.9M,€50K,76.0,54.0,71.0,71.0,74.0,75.0,70.0,85.0,65.0,ST ,Mill,3000000.0,50000.0,ST,24-30,Pro
3295,3295,Michildo Melo,33,73,73,Grêmio Foot-Ball Porto Alegrense,€1.6M,€21K,76.0,70.0,57.0,53.0,32.0,48.0,77.0,70.0,58.0,RB CB ,Mill,1000000.0,21000.0,RB,30-36,Pro
3274,3274,Edinho,34,73,73,Vitória Setúbal,€2.1M,€10K,54.0,69.0,69.0,66.0,76.0,79.0,77.0,64.0,49.0,ST ,Mill,2000000.0,10000.0,ST,30-36,Pro
3272,3272,A. Anyukov,34,73,73,Zenit St. Petersburg,€1.1M,€47K,66.0,68.0,69.0,58.0,35.0,64.0,51.0,74.0,49.0,LB RB ,Mill,1000000.0,47000.0,LB,30-36,Pro
3247,3247,Paulo Machado,31,73,73,CD Aves,€3.4M,€13K,74.0,59.0,76.0,75.0,65.0,80.0,58.0,75.0,67.0,LM RM CAM CM ,Mill,3000000.0,13000.0,LM,30-36,Pro
3271,3271,I. Sylla,26,73,76,Queens Park Rangers,€5M,€31K,73.0,67.0,73.0,69.0,73.0,73.0,71.0,75.0,64.0,ST ,Mill,5000000.0,31000.0,ST,24-30,Pro
3248,3248,S. Dubarbier,31,73,73,Estudiantes de La Plata,€2.6M,€16K,79.0,90.0,71.0,75.0,57.0,69.0,74.0,79.0,76.0,LWB LB ,Mill,2000000.0,16000.0,LW,30-36,Pro
3249,3249,D. Dwyer,26,73,74,Orlando City Soccer Club,€4.8M,€10K,75.0,83.0,69.0,67.0,75.0,80.0,69.0,77.0,82.0,ST ,Mill,4000000.0,10000.0,ST,24-30,Pro
3250,3250,Patrick,26,73,75,Vitória Setúbal,€3.9M,€11K,77.0,74.0,70.0,67.0,42.0,66.0,66.0,77.0,78.0,LB RB ,Mill,3000000.0,11000.0,LB,24-30,Pro
3251,3251,D. Yedlin,23,73,80,Newcastle United,€4.7M,€45K,93.0,75.0,69.0,74.0,40.0,73.0,71.0,93.0,88.0,RB ,Mill,4000000.0,45000.0,RB,18-24,Pro
3252,3252,Ailton,22,73,82,VfB Stuttgart,€5.5M,€19K,86.0,84.0,71.0,72.0,48.0,77.0,73.0,84.0,85.0,LB ,Mill,5000000.0,19000.0,LB,18-24,Pro
3253,3253,M. van der Werff,28,73,74,Vitesse,€3.6M,€12K,60.0,73.0,69.0,46.0,39.0,78.0,78.0,61.0,65.0,CB ,Mill,3000000.0,12000.0,CB,24-30,Pro
3254,3254,V. Ayala,29,73,73,Al Nassr,€3.8M,€38K,71.0,78.0,72.0,71.0,56.0,88.0,69.0,73.0,81.0,RM CDM CM ,Mill,3000000.0,38000.0,RM,24-30,Pro
3255,3255,Heitinho Zanon,33,73,73,Associação Chapecoense de Futebol,€1.6M,€16K,60.0,79.0,48.0,22.0,29.0,56.0,74.0,62.0,77.0,LB CB ,Mill,1000000.0,16000.0,LB,30-36,Pro
3256,3256,G. Margreitter,28,73,73,1. FC Nürnberg,€3.2M,€13K,46.0,75.0,49.0,39.0,13.0,48.0,86.0,54.0,55.0,CB ,Mill,3000000.0,13000.0,CB,24-30,Pro
3257,3257,A. Rosina,33,73,73,Salernitana,€2.4M,€7K,79.0,48.0,77.0,74.0,65.0,74.0,34.0,73.0,73.0,ST CAM RW ,Mill,2000000.0,7000.0,ST,30-36,Pro
3258,3258,A. Silva,27,73,73,Club Atlético Lanús,€4.2M,€19K,74.0,71.0,74.0,75.0,64.0,71.0,57.0,77.0,82.0,RM RB RW ,Mill,4000000.0,19000.0,RM,24-30,Pro
3259,3259,A. Ghazal,25,73,75,Vancouver Whitecaps FC,€4.1M,€8K,54.0,83.0,68.0,63.0,25.0,50.0,85.0,56.0,76.0,CDM ,Mill,4000000.0,8000.0,CD,24-30,Pro
3261,3261,Guilherme,26,73,74,Legia Warszawa,€4.7M,€11K,90.0,67.0,74.0,77.0,58.0,70.0,55.0,93.0,74.0,RM ,Mill,4000000.0,11000.0,RM,24-30,Pro
3263,3263,M. Cornet,20,73,81,Olympique Lyonnais,€6M,€45K,87.0,52.0,76.0,74.0,73.0,77.0,70.0,87.0,80.0,LW RW ,Mill,6000000.0,45000.0,LW,18-24,Pro
3264,3264,N. Domínguez,27,73,76,Independiente,€4M,€11K,53.0,66.0,75.0,66.0,61.0,77.0,76.0,62.0,76.0,CM CDM ,Mill,4000000.0,11000.0,CM,24-30,Pro
3265,3265,U. Đurđević,23,73,78,Olympiakos CFP,€5.5M,€1K,68.0,78.0,68.0,70.0,77.0,80.0,77.0,69.0,50.0,ST ,Mill,5000000.0,1000.0,ST,18-24,Pro
3266,3266,C. Lungu,26,73,74,Alanyaspor,€4.7M,€16K,82.0,61.0,73.0,77.0,65.0,63.0,61.0,88.0,83.0,CDM ST LM ,Mill,4000000.0,16000.0,CD,24-30,Pro
3268,3268,D. Ballega,33,73,73,CD Universidad de Concepción,€2.5M,€6K,58.0,58.0,74.0,70.0,75.0,79.0,84.0,56.0,43.0,ST ,Mill,2000000.0,6000.0,ST,30-36,Pro
3270,3270,Gelson Dala,20,73,84,Sporting CP,€7M,€14K,87.0,46.0,75.0,79.0,74.0,77.0,63.0,85.0,76.0,LM RM CF ,Mill,7000000.0,14000.0,LM,18-24,Pro
3196,3196,Sergi Samper,22,73,80,UD Las Palmas,€4.8M,€85K,60.0,59.0,76.0,63.0,38.0,55.0,66.0,35.0,66.0,CM CDM ,Mill,4000000.0,85000.0,CM,18-24,Pro
3195,3195,C. Taylor,23,73,80,Burnley,€4.7M,€38K,77.0,74.0,70.0,71.0,49.0,63.0,73.0,73.0,79.0,LB ,Mill,4000000.0,38000.0,LB,18-24,Pro
3194,3194,B. Gibson,24,73,80,Middlesbrough,€4.8M,€15K,64.0,60.0,59.0,33.0,24.0,33.0,79.0,63.0,63.0,CB ,Mill,4000000.0,15000.0,CB,18-24,Pro
3119,3119,B. Pearson,22,73,78,Preston North End,€4.5M,€13K,66.0,93.0,71.0,68.0,47.0,63.0,78.0,66.0,90.0,CM CDM ,Mill,4000000.0,13000.0,CM,18-24,Pro
3122,3122,Álvaro,26,73,76,RCD Espanyol,€5M,€28K,68.0,64.0,76.0,74.0,73.0,80.0,72.0,69.0,63.0,ST ,Mill,5000000.0,28000.0,ST,24-30,Pro
3123,3123,Carmona,29,73,73,Real Sporting de Gijón,€3.9M,€13K,67.0,59.0,73.0,70.0,59.0,70.0,62.0,65.0,71.0,CM CAM RM ,Mill,3000000.0,13000.0,CM,24-30,Pro
3124,3124,D. Marcq,28,73,73,KAA Gent,€3.2M,€20K,52.0,77.0,67.0,57.0,49.0,57.0,73.0,54.0,80.0,CM CDM ,Mill,3000000.0,20000.0,CM,24-30,Pro
3126,3126,L. Villafañez,25,73,75,Panathinaikos FC,€4.9M,€1K,79.0,44.0,74.0,74.0,67.0,70.0,43.0,77.0,66.0,RM CAM ,Mill,4000000.0,1000.0,RM,24-30,Pro
3127,3127,S. Gigot,23,73,79,KAA Gent,€4.7M,€17K,60.0,76.0,63.0,53.0,20.0,44.0,79.0,69.0,73.0,RB CB ,Mill,4000000.0,17000.0,RB,18-24,Pro
3128,3128,E. Madrez,33,73,73,Unión Española,€1.6M,€6K,63.0,77.0,50.0,44.0,33.0,72.0,81.0,66.0,46.0,LB CB ,Mill,1000000.0,6000.0,LB,30-36,Pro
3129,3129,D. Brašanac,25,73,78,CD Leganés,€5M,€22K,64.0,81.0,71.0,63.0,61.0,79.0,71.0,60.0,71.0,RM CM ,Mill,5000000.0,22000.0,RM,24-30,Pro
3130,3130,L. Blas,19,73,84,En Avant de Guingamp,€6.5M,€13K,86.0,64.0,78.0,79.0,62.0,69.0,55.0,66.0,58.0,RM ,Mill,6000000.0,13000.0,RM,18-24,Pro
3131,3131,M. Büchel,26,73,76,Hellas Verona,€4.9M,€5K,79.0,72.0,76.0,74.0,48.0,67.0,67.0,73.0,79.0,CDM CM ,Mill,4000000.0,5000.0,CD,24-30,Pro
3132,3132,R. Fraser,23,73,80,Bournemouth,€5.5M,€49K,89.0,65.0,71.0,76.0,67.0,60.0,41.0,88.0,72.0,LM RM ,Mill,5000000.0,49000.0,LM,18-24,Pro
3133,3133,M. Biševac,33,73,73,FC Metz,€1.6M,€14K,54.0,75.0,65.0,48.0,42.0,69.0,78.0,62.0,66.0,CB ,Mill,1000000.0,14000.0,CB,30-36,Pro
3134,3134,K. Sigþórsson,27,73,73,FC Nantes,€4.3M,€25K,56.0,63.0,67.0,64.0,74.0,76.0,80.0,64.0,72.0,ST ,Mill,4000000.0,25000.0,ST,24-30,Pro
3135,3135,O. Hiljemark,25,73,78,Panathinaikos FC,€5M,€1K,70.0,69.0,74.0,70.0,48.0,83.0,70.0,71.0,89.0,CDM CM ,Mill,5000000.0,1000.0,CD,24-30,Pro
3136,3136,Evandro,30,73,73,Hull City,€3.7M,€13K,70.0,68.0,76.0,75.0,66.0,72.0,65.0,66.0,65.0,CAM CM ,Mill,3000000.0,13000.0,CA,24-30,Pro
2872,2872,M. Rosenberg,34,73,73,Malmö FF,€2.1M,€8K,69.0,83.0,71.0,66.0,76.0,74.0,81.0,67.0,71.0,ST ,Mill,2000000.0,8000.0,ST,30-36,Pro
3137,3137,A. del Valle,28,73,73,CD Los Millionarios Bogota,€4.1M,€6K,81.0,35.0,71.0,72.0,75.0,76.0,74.0,80.0,76.0,ST ,Mill,4000000.0,6000.0,ST,24-30,Pro
3138,3138,L. Marrone,27,73,74,Bari,€3.8M,€71K,50.0,66.0,72.0,68.0,40.0,80.0,73.0,62.0,70.0,CB CDM ,Mill,3000000.0,71000.0,CB,24-30,Pro
3139,3139,V. Claesson,25,73,77,FC Krasnodar,€5M,€36K,70.0,68.0,73.0,70.0,69.0,74.0,64.0,68.0,88.0,CM LM CAM ,Mill,5000000.0,36000.0,CM,24-30,Pro
3140,3140,Granell,28,73,73,Girona CF,€4M,€24K,66.0,73.0,75.0,70.0,68.0,73.0,65.0,65.0,71.0,CM ,Mill,4000000.0,24000.0,CM,24-30,Pro
3120,3120,R. Henriques,25,73,73,Unión Española,€3.5M,€6K,66.0,72.0,62.0,71.0,52.0,46.0,66.0,82.0,79.0,CB RB ,Mill,3000000.0,6000.0,CB,24-30,Pro
3118,3118,F. Tobio,27,73,74,Rosario Central,€3.8M,€16K,64.0,75.0,55.0,40.0,27.0,40.0,82.0,68.0,72.0,CB ,Mill,3000000.0,16000.0,CB,24-30,Pro
3193,3193,K. Frei,23,73,79,İstanbul Başakşehir FK,€5.5M,€22K,91.0,59.0,78.0,79.0,65.0,73.0,44.0,89.0,64.0,RM LM ,Mill,5000000.0,22000.0,RM,18-24,Pro
3117,3117,R. Durmisi,23,73,80,Real Betis Balompié,€4.7M,€18K,85.0,89.0,71.0,73.0,53.0,85.0,61.0,85.0,90.0,LWB LB ,Mill,4000000.0,18000.0,LW,18-24,Pro
3096,3096,Alex Berenguer,21,73,81,Torino,€5M,€27K,86.0,70.0,73.0,76.0,61.0,71.0,63.0,84.0,81.0,LM LWB RWB ,Mill,5000000.0,27000.0,LM,18-24,Pro
3097,3097,J. Mbakogu,24,73,76,Carpi,€5M,€5K,92.0,61.0,74.0,67.0,74.0,68.0,83.0,85.0,77.0,ST ,Mill,5000000.0,5000.0,ST,18-24,Pro
3098,3098,E. Korkmaz,34,73,73,İstanbul Başakşehir FK,€1.2M,€23K,54.0,85.0,51.0,42.0,32.0,52.0,83.0,47.0,57.0,CB ,Mill,1000000.0,23000.0,CB,30-36,Pro
3099,3099,Y. Kobayashi,29,73,73,Kawasaki Frontale,€4M,€11K,82.0,42.0,75.0,77.0,75.0,73.0,62.0,81.0,82.0,LM RM ST ,Mill,4000000.0,11000.0,LM,24-30,Pro
3100,3100,Tano Bonnin,27,73,75,CA Osasuna,€3.9M,€10K,50.0,82.0,62.0,49.0,26.0,60.0,80.0,60.0,76.0,RWB RB CB ,Mill,3000000.0,10000.0,RW,24-30,Pro
3101,3101,P. Ankersen,26,73,76,FC København,€4.1M,€19K,85.0,58.0,70.0,67.0,60.0,74.0,61.0,83.0,89.0,RB ,Mill,4000000.0,19000.0,RB,24-30,Pro
3102,3102,J. Grealish,21,73,82,Aston Villa,€6M,€27K,76.0,43.0,76.0,78.0,59.0,60.0,50.0,74.0,68.0,LM CAM ,Mill,6000000.0,27000.0,LM,18-24,Pro
3103,3103,D. Pelkas,23,73,79,PAOK Thessaloniki,€5.5M,€1K,80.0,39.0,74.0,76.0,63.0,67.0,44.0,79.0,68.0,CM LM RM CAM ,Mill,5000000.0,1000.0,CM,18-24,Pro
3104,3104,Lulinha,27,73,73,Pohang Steelers,€4.2M,€12K,84.0,49.0,77.0,74.0,71.0,70.0,63.0,82.0,59.0,CM CAM ,Mill,4000000.0,12000.0,CM,24-30,Pro
3105,3105,M. Pugh,30,73,73,Bournemouth,€3.8M,€56K,74.0,60.0,75.0,77.0,68.0,67.0,66.0,69.0,78.0,LM ,Mill,3000000.0,56000.0,LM,24-30,Pro
3106,3106,A. Lozano,24,73,79,FC Barcelona B,€5.5M,€9K,78.0,61.0,70.0,74.0,73.0,63.0,82.0,88.0,73.0,CAM ST ,Mill,5000000.0,9000.0,CA,18-24,Pro
3108,3108,M. Tisserand,24,73,79,VfL Wolfsburg,€4.7M,€18K,68.0,77.0,71.0,66.0,56.0,67.0,71.0,71.0,79.0,CB ,Mill,4000000.0,18000.0,CB,18-24,Pro
3109,3109,N. Skubic,28,73,73,Atiker Konyaspor,€3.2M,€18K,74.0,74.0,72.0,72.0,44.0,62.0,68.0,72.0,79.0,RB ,Mill,3000000.0,18000.0,RB,24-30,Pro
3110,3110,E. Bardhi,21,73,81,Levante UD,€6M,€18K,78.0,57.0,75.0,76.0,69.0,75.0,50.0,68.0,67.0,CM CAM ,Mill,6000000.0,18000.0,CM,18-24,Pro
3111,3111,M. Antenucci,32,73,73,Ferrara (SPAL),€3.2M,€17K,71.0,54.0,76.0,77.0,78.0,76.0,63.0,70.0,70.0,ST ,Mill,3000000.0,17000.0,ST,30-36,Pro
3112,3112,P. Candiyana,29,73,73,Universidad Católica,€3M,€8K,64.0,84.0,68.0,65.0,20.0,87.0,80.0,75.0,68.0,RB ,Mill,3000000.0,8000.0,RB,24-30,Pro
3114,3114,T. Abraham,19,73,86,Swansea City,€7.5M,€56K,80.0,41.0,68.0,66.0,73.0,75.0,81.0,80.0,71.0,ST ,Mill,7000000.0,56000.0,ST,18-24,Pro
3115,3115,R. Neustädter,29,73,73,Fenerbahçe SK,€3.1M,€53K,47.0,62.0,73.0,62.0,39.0,70.0,74.0,42.0,77.0,CDM CB ,Mill,3000000.0,53000.0,CD,24-30,Pro
3116,3116,M. Rzatkowski,27,73,73,FC Red Bull Salzburg,€4.1M,€31K,77.0,63.0,73.0,75.0,59.0,68.0,43.0,75.0,90.0,CAM CDM CM ,Mill,4000000.0,31000.0,CA,24-30,Pro
3141,3141,F. Helander,24,73,78,Bologna,€4.5M,€36K,42.0,80.0,50.0,48.0,28.0,58.0,84.0,52.0,68.0,CB ,Mill,4000000.0,36000.0,CB,18-24,Pro
3142,3142,Hernani,23,73,77,AS Saint-Étienne,€4.4M,€40K,68.0,76.0,73.0,69.0,63.0,75.0,69.0,69.0,69.0,CM CDM ,Mill,4000000.0,40000.0,CM,18-24,Pro
3143,3143,P. Souaré,27,73,74,Crystal Palace,€3.7M,€44K,75.0,79.0,71.0,73.0,43.0,65.0,72.0,73.0,71.0,LB ,Mill,3000000.0,44000.0,LB,24-30,Pro
3144,3144,Adama,21,73,85,Middlesbrough,€7M,€15K,92.0,48.0,78.0,85.0,61.0,71.0,80.0,94.0,66.0,RW RM ,Mill,7000000.0,15000.0,RW,18-24,Pro
3172,3172,N. Stojiljković,24,73,77,Kayserispor,€5.5M,€12K,67.0,79.0,70.0,70.0,72.0,77.0,75.0,68.0,73.0,ST ,Mill,5000000.0,12000.0,ST,18-24,Pro
3173,3173,J. Jones,35,73,73,LA Galaxy,€1.7M,€7K,61.0,92.0,72.0,68.0,62.0,84.0,83.0,68.0,84.0,CDM CM ,Mill,1000000.0,7000.0,CD,30-36,Pro
3174,3174,M. Frantz,30,73,73,SC Freiburg,€3.7M,€24K,66.0,81.0,69.0,71.0,62.0,74.0,76.0,67.0,84.0,RM CDM CM ,Mill,3000000.0,24000.0,RM,24-30,Pro
3177,3177,L. Goterio,33,73,73,CD Huachipato,€1.6M,€8K,61.0,73.0,65.0,47.0,53.0,64.0,84.0,60.0,72.0,LB CB ,Mill,1000000.0,8000.0,LB,30-36,Pro
3178,3178,Oswaldito Cuba,33,73,73,Avaí Futebol Clube,€1.5M,€16K,84.0,60.0,73.0,76.0,68.0,69.0,44.0,92.0,78.0,LM CAM LB ,Mill,1000000.0,16000.0,LM,30-36,Pro
3179,3179,A. Limbombe,22,73,80,Club Brugge KV,€5.5M,€19K,89.0,26.0,76.0,78.0,63.0,77.0,56.0,87.0,66.0,LW LM ,Mill,5000000.0,19000.0,LW,18-24,Pro
3180,3180,M. Samatta,24,73,78,KRC Genk,€5.5M,€16K,79.0,53.0,64.0,70.0,76.0,76.0,73.0,83.0,65.0,ST ,Mill,5000000.0,16000.0,ST,18-24,Pro
3181,3181,A. Mvuemba,32,73,73,FC Lorient,€3M,€9K,69.0,71.0,75.0,67.0,58.0,74.0,67.0,72.0,78.0,CDM CM ,Mill,3000000.0,9000.0,CD,30-36,Pro
3182,3182,K. McDonald,28,73,73,Fulham,€3.2M,€40K,62.0,76.0,75.0,68.0,54.0,71.0,77.0,63.0,74.0,CM CDM ,Mill,3000000.0,40000.0,CM,24-30,Pro
3183,3183,J. Cabot,23,73,79,FC Lorient,€5.5M,€8K,91.0,32.0,76.0,81.0,73.0,65.0,52.0,91.0,61.0,ST LM RM ,Mill,5000000.0,8000.0,ST,18-24,Pro
3184,3184,D. Musto,30,73,73,Club Tijuana,€3M,€20K,52.0,78.0,64.0,64.0,34.0,70.0,77.0,54.0,80.0,CDM ,Mill,3000000.0,20000.0,CD,24-30,Pro
3185,3185,Douglas Luiz,19,73,85,Girona CF,€7M,€52K,72.0,74.0,73.0,68.0,57.0,76.0,67.0,75.0,78.0,CDM CM ,Mill,7000000.0,52000.0,CD,18-24,Pro
3186,3186,V. Torosidis,32,73,73,Bologna,€2.2M,€42K,65.0,74.0,70.0,68.0,40.0,77.0,77.0,71.0,67.0,LB RB ,Mill,2000000.0,42000.0,LB,30-36,Pro
3187,3187,Rúben Ferreira,27,73,74,Grupo Desportivo de Chaves,€3.7M,€9K,76.0,80.0,74.0,72.0,50.0,74.0,60.0,65.0,90.0,LB ,Mill,3000000.0,9000.0,LB,24-30,Pro
3188,3188,J. Ermeño,25,73,73,Everton de Viña del Mar,€3.5M,€5K,66.0,78.0,66.0,61.0,54.0,82.0,75.0,62.0,83.0,CM CDM ,Mill,3000000.0,5000.0,CM,24-30,Pro
3189,3189,Z. Machach,21,73,80,Toulouse FC,€5.5M,€22K,76.0,74.0,77.0,78.0,65.0,66.0,69.0,74.0,72.0,CM LM CAM ,Mill,5000000.0,22000.0,CM,18-24,Pro
3190,3190,D. Rodríguez,27,73,74,Independiente,€3.8M,€19K,71.0,75.0,73.0,55.0,41.0,77.0,63.0,55.0,77.0,CM CDM ,Mill,3000000.0,19000.0,CM,24-30,Pro
3191,3191,L. Lollo,30,73,73,River Plate,€3M,€19K,37.0,73.0,55.0,37.0,25.0,42.0,83.0,37.0,53.0,CB ,Mill,3000000.0,19000.0,CB,24-30,Pro
3192,3192,A. Cornelius,24,73,78,Atalanta,€5.5M,€25K,68.0,71.0,70.0,67.0,73.0,75.0,90.0,71.0,71.0,ST ,Mill,5000000.0,25000.0,ST,18-24,Pro
3171,3171,Kim Seung Joon,22,73,79,Ulsan Hyundai Horang-i,€5.5M,€8K,81.0,27.0,74.0,73.0,65.0,69.0,61.0,81.0,81.0,RW LM ,Mill,5000000.0,8000.0,RW,18-24,Pro
3170,3170,R. Holzhauser,24,73,77,FK Austria Wien,€4.4M,€18K,49.0,74.0,77.0,72.0,68.0,82.0,85.0,41.0,70.0,CM CDM ,Mill,4000000.0,18000.0,CM,18-24,Pro
3168,3168,M. Bakalorz,27,73,74,Hannover 96,€3.8M,€33K,66.0,86.0,67.0,65.0,56.0,85.0,75.0,65.0,84.0,CM CDM ,Mill,3000000.0,33000.0,CM,24-30,Pro
3154,3154,G. Sansone,30,73,73,Novara,€3.8M,€6K,87.0,49.0,76.0,76.0,69.0,80.0,51.0,86.0,75.0,CAM ST LW ,Mill,3000000.0,6000.0,CA,24-30,Pro
3145,3145,O. Duda,22,73,81,Hertha BSC Berlin,€6M,€23K,69.0,63.0,80.0,79.0,65.0,59.0,52.0,69.0,55.0,CAM ,Mill,6000000.0,23000.0,CA,18-24,Pro
3146,3146,J. Dorlans,29,73,73,Everton de Viña del Mar,€3.1M,€5K,69.0,71.0,63.0,44.0,43.0,57.0,84.0,77.0,41.0,LB RB CB ,Mill,3000000.0,5000.0,LB,24-30,Pro
3147,3147,F. Forestieri,27,73,73,Sheffield Wednesday,€4.3M,€55K,83.0,70.0,78.0,78.0,73.0,72.0,61.0,78.0,78.0,LM ST ,Mill,4000000.0,55000.0,LM,24-30,Pro
3149,3149,E. Johansson,28,73,74,FC København,€3.6M,€20K,47.0,70.0,65.0,55.0,41.0,68.0,83.0,63.0,80.0,CB ,Mill,3000000.0,20000.0,CB,24-30,Pro
3150,3150,Hélder Lopes,28,73,73,AEK Athens,€3.2M,€1K,72.0,72.0,74.0,71.0,52.0,81.0,68.0,77.0,79.0,LB ,Mill,3000000.0,1000.0,LB,24-30,Pro
3151,3151,L. Augustinsson,23,73,82,SV Werder Bremen,€5.5M,€21K,82.0,63.0,71.0,71.0,55.0,69.0,65.0,78.0,92.0,LB ,Mill,5000000.0,21000.0,LB,18-24,Pro
3152,3152,M. Rancoret,25,73,73,CD Huachipato,€3.5M,€8K,47.0,78.0,50.0,46.0,33.0,54.0,85.0,54.0,56.0,CDM CB ,Mill,3000000.0,8000.0,CD,24-30,Pro
3153,3153,J. Peters,30,73,73,Willem II,€3M,€11K,54.0,68.0,71.0,45.0,29.0,37.0,72.0,59.0,72.0,CB ,Mill,3000000.0,11000.0,CB,24-30,Pro
